specindices,specnames,weights
218,Verbena_hastata,0.06567949157365606
29,Baptisia_australis,0.06472991044163443
221,Verbesina_helianthoides,0.444339807167718
180,Smilax_lasioneura,0.06271223736813239
161,Rudbeckia_hirta,0.06951369813495979
100,Hibiscus_lasiocarpos,0.06578673946187388
148,Polemonium_reptans,0.0677657474055212
43,Carex_crawfordii,0.06443578229043086
8,Allium_cernuum,0.06296058220880348
162,Rudbeckia_laciniata,0.06554543464523047
138,Panicum_virgatum,0.06562445252779385
179,Sisyrinchium_campestre,0.06290756332673221
99,Heuchera_richardsonii,0.06423304442060138
127,Lupinus_perennis,0.06546672940731689
27,Astragalus_canadensis,0.06369676064986415
202,Symphyotrichum_oolentangiense,0.06568278480080242
124,Lobelia_siphilitica,0.06919977436231607
210,Thalictrum_dasycarpum,0.0672036840100874
58,Dalea_candida,2.782547741772295
23,Asclepias_sullivantii,0.06309848114624493
10,Amorpha_canescens,0.07466815618295045
197,Symphyotrichum_laeve,0.06433035727906473
68,Echinacea_purpurea,2.429006548965207
150,Potentilla_arguta,2.965669235083264
222,Vernonia_fasciculata,0.06319525536749987
