specindices,specnames,weights
146,Physostegia_angustifolia,0.4571085630313858
161,Rudbeckia_hirta,0.24676681093179145
70,Elymus_canadensis,0.47113199204969297
116,Lespedeza_virginica,0.45513438345214974
52,Chamaecrista_fasciculata,0.06554235912410197
35,Bromus_kalmii,0.4495139245275158
223,Vernonia_gigantea,0.4625219883796103
166,Schizachyrium_scoparium,0.5088243496598255
217,Tripsacum_dactyloides,0.4269369838586355
18,Arnoglossum_atriplicifolium,0.4645499405498679
150,Potentilla_arguta,0.45002270878212014
100,Hibiscus_lasiocarpos,0.5254541247325528
215,Tridens_flavus,0.5104834766325038
139,Parthenium_integrifolium,0.3664411316958284
58,Dalea_candida,0.14140853743438064
188,Sorghastrum_nutans,0.5006031039532188
218,Verbena_hastata,0.2699575772631815
73,Elymus_virginicus,0.6733330083738964
170,Senna_marilandica,0.6268041042579299
193,Sporobolus_cryptandrus,0.3648199774602461
62,Desmanthus_illinoensis,0.45967505726993885
68,Echinacea_purpurea,0.3976639255458891
81,Gaura_biennis,0.06252840393069238
82,Gaura_longiflora,0.4298688120886701
71,Elymus_trachycaulus,0.21290475501437342
